DsCzer02;DsDzia01;DsGlogNorw;DsGlogNorwArch;DsJelw05;DsJgGrottgeraPM;DsLegRzeczA;DsLegRzeczPM;DsLegSmok;DsLegZlotor;DsLubinMaj;DsNRudaSrebPArch;DsPolkKasz;DsSwidRynek;DsSwidRynekArch;DsSzczKopPM;DsWalbWysPArch;DsWrocKorzPMArch;DsWrocOrzech;DsWrocWie;DsWrocWisA;DsZgorzBohA;DsZgorzMar;KpBydgUjejskiego;KpBydgWPola;KpCiechoTezniowa;KpGrudzIkara;KpInowrSolan;KpNakloPiotraSkargi;KpSadlog;KpTorunDziewulsk;KpTorunLotnisko;KpTorunSzpMiejski;KpWloclLady;KpWloclOkrzei;KpWloclSielska;KpWolice;LbBialaPOrzechowa;LbBialaPPl.TrzechKrzyzy;LbChelmJagWIOS;LbChelmSzpWSSE;LbKrasnikKoszarowa;LbLeczna1000Lecia;LbLublinPiel;LbLublin_Sliwins_5;LbLublinSpokojna;LbLukowBrowarna;LbPulawySkowieszynska;LbRadzyPSitkowskiego;LbRejowiecFabrWIOS;LbTomaszowLubWIOS;LbZamoscHrubieszowsk;LbZamoscWSSE;LdKutnoWIOSMWilcza;LdLodzWIOSACzernik;LdLodzWIOSARubinst;LdLodzWSSEMLegiono;LdLodzWSSEMRudzka;LdPabianWIOSAKonstan;LdRadomsWSSEMZeromsk;LdSieradWSSEMGrunwal;LdSkiernWSSEMReymont;LdZgierzWSSEMStRynek;LuGorzowWIOS_AUT;LuGorzowWSSE_1;LuZgoraWIOS_AUT;MpBochniWSSEKons0105;MpChrzanWSSEGrzy0301;MpKrakowWIOSAKra6117;MpKrakowWIOSPrad6115;MpMaPodhWIOSKosc1508;MpMyslenWIOSRyne0906;MpNoTargWSSESzaf1102;MpNSaczWIOSPija6204;MpNSaczWSSETarn6202;MpOswiecWSSEWiez1301;MpProszWIOSKrol1404;MpSkawinWIOSOsie0606;MpTarnowWIOSSoli6303;MpTrzebiWIOSPils0303;MpWadowiWIOSPSka1805;MpWielicWIOSNiep1904;MzCiechStrazacka;MzLegionBronWSSE;MzLegionZegIMGW;MzNowDwChemWSSE;MzOstMazSikorWSSE;MzOstrolTargowa;MzOtwockBrzozWSSE;MzPiaseczDworWSSE;MzPiastowPulask;MzPlockKolegWSSE;MzPruszKraszeWSSE;MzRadomCz;MzRadomCzWSSE;MzTluszczJKiel;MzWarszAKrzywon;MzWarszBernWoda;MzWarszBielany;MzWarszBorKomWSSE;MzWarszKrucza;MzWarszSGGW;MzWarszZelazWSSE;MzWarZeganWSSE;OpBrzeg101;OpGlub1pyl;OpKlucz227;OpNamys2pyl;OpOlesno3pyl;OpPrud189p;OpStrzel247;PdBialyLegionowa8;PdLomzaSikorskiego;PdSuwPulaski;PkDebicaWSSEParkow;PkJasloWIOSFabr;PkJasloWIOSFlor2;PkKrosnoWSSEKisielewskiego;PkMielWIOSZarzStr;PkNiskoWIOSSzklar;PkPrzemWIOSPDom;PkPrzemyslWIOSMick;PkRzeszWIOSSzop;PkRzeszWSSEPilsud;PkRzeszWSSEWierzb;PkSanokWSSEJezier;PkTarnobWSSE1Maja;Pm.00.s481m;Pm.06.s712m;Pm11WLADw07m;Pm14TCZEw06m;Pm.15.s129m;Pm.63.s079m;Pm.63.wDSMm;SkKielJagiel;SkKielJagielWios;SkOstrowSams;SkOstrowWios;SkOzarowMiec;SkOzarowOsWz;SkPolanTrzc;SkStaracZlota;SlBielbBiel_kossa;SlCieszCies_dojaz;SlCzestCzes_baczy;SlDabroDabr_1000L;SlKatowKato_kossu;SlLubliLubl_piask;SlMiastMias_norwi;SlRacibRaci_boruc;SlRacibRaci_studz;SlRybniRybn_borki;SlWodziWodz_bogum;SlZabrzZabr_sklod;SlZawieZawi_pilsu;SlZawieZawi_zawie;SlZywieZywi_koper;WmDzialdWSSE_Biedraw;WmElblagWSSE_Krole;WmOlsztyWSSE_Zolnier;WmPuszcz_IOS_Borecka;WpGnieznoPM10;WpLeszno411000;WpOstrowWlkpPM10;WpPila5710111;WpPoznanPM10szpital;WpPoznanSzymanowskiego17;ZpGryfWiduchowa003;ZpKoszalinWSSE;ZpSwinoujscieWSSE;ZpSzcSzczecinekPSSE;ZpSzczecin002;ZpSzczecinWSSE
54;0;0;0;36,317;18;64,8;61;25,5;40,1;41;160;32;0;0;37,2;32;0;39;40,1;60,2;81;0;20;45;30,3;0;27;31;29,465;43;40;46;41;0;0;7,6;48;79;38,3;68,4;41,2;67,6;53,1;40,8;59,4;48;0;0;0;57,4;42,5;73;0;48;40,125;34;50;46;55;39;48;40;63,25;30,1;27;67;198;0;146,5;0;53;132;121,667;92;167;158;103;0;98,208;35;130;48;13;0;0;33;48,6;47;68;0;32;51;41;41;0;32;0;67,204;46;97,6;44,7;16;50;38;41;42;49;46;38;48;51;0;38,875;0;0;27;16;73;58,5;32;0;36,292;0;29;21;0;24;20;22;18;9;21;26;0;0;47;70;41;51;43;50;56;0;0;93,6;67;0;13;0;0;60;0;64;0;62;0;40;25,6;27,2;39,31;26;29;38;40,6;36;42;22,3;5;13;5;41,8;23
43;0;20;20;10,104;19;15;15;5,6;41,9;10;64;12;17;17;15,3;0;13;9;15,2;21,1;48;0;17;14;0;0;18;19;10,871;16;18;31;30;29,6;12,9;5,8;46;40;15;25,1;23,9;46,2;33,5;28,2;35,9;33;31,5;0;0;29,5;32,1;41,1;18;20;19,45;17;18;12;24;14;13;18;16,167;8,4;44;40;41;147,417;75,333;0;40;36;78,565;40;27;83;0;0;60,917;29;70;17;11;0;0;15;22,3;10;23;0;10;21;19;19;0;11;0;42,275;34;53,1;27;23;15;19;51;17;25;18;38;18;54;0;17,435;0;0;0;0;0;0;0;0;43,542;0;31;25;0;12;10;13;20;9;11;15;0;0;18;0;25;27;24;32;28;0;22;42,6;29;0;12;0;0;22;0;24;0;37;0;9,5;5,4;9,1;6,22;16;13;16;19,31;14;12;6,7;11;5;11;12,5;12
36;0;17;17;9,2;12;8,8;12;9,7;34,6;0;44;3,7;15;15;10,1;5;5;6;27,7;16,1;50;0;15;16;9,2;0;29;13;6,396;25;21;4;2;0;0;8,7;23;38;22,9;9,2;14,9;33;36,1;28,6;14,8;24;22,5;0;0;18,7;30,4;39,7;27;11;11,708;14;22;9;24;14;12;23;15,042;13,8;13;34;39;54,25;30,917;38;36;28;27,542;31;34;22;0;0;38,583;39;31;18;10;0;4;12;24,2;4;14;0;14;16;11;11;0;10;0;20,896;21;34,9;5,7;25;10;0;46;18;18;27;0;0;20;0;4,391;0;23;57;0;0;0;0;30;25,792;29;33;28;26;0;19;8;15;9;22;35;0;0;10;0;11;12;11;12;13;0;11;4,4;23;0;5;15;0;23;0;4;14;33;0;11,1;16,2;11,7;3,65;13;11;18;19,78;15;10;5,2;4;2;4;11,4;20
45;0;18;18;7,079;12;11,1;13;9,7;21,9;5;33;3,5;20;20;9,7;8;7;9;13;16,7;50;0;14;21;0;0;11;12;7,004;0;0;2;11;39,7;0;0;39;49;9,6;26,4;53,7;66,8;45,6;22,1;48,8;24;27,8;0;0;12,9;26,2;26,8;0;21;18,333;24;50;28;31;20;31;47;15,667;19,7;22;42;56;58,292;38,875;66;38;66;49,75;62;41;31;0;0;49,333;40;38;39;11;0;10;11;41,2;17;24;0;14;29;24;24;0;11;0;29,904;19;25,7;11,2;16;15;0;23;27;21;46;0;0;11;0;5,091;0;23;33;0;26,5;28,5;22;26;18,375;12;19;11;7;0;22;12;21;11;7;13;26;26;0;0;13;14;21;28;39;0;9;19,6;26;0;0;0;0;37;0;12;0;40;0;19,8;5,4;13,7;3,49;11;5;25;0;14;10;5,3;37;2;37;14,2;19
44;0;23;23;15,75;21;19,8;13;9,7;14,6;6;52;19,5;30;30;21,2;16;8;8;27;19;52;0;6;40;16,5;0;16;11;8,414;0;0;5;20;0;0;0;48;47;40;14,2;18,1;22,5;35,6;15;34,6;30;13,8;0;0;18,3;29,6;36,6;0;25;17,333;25;35;34;48;27;37;53;63,417;5;18;27;26;50,542;25,833;76;36;22;44,5;27;29;26;0;0;28,333;26;30;38;13;0;14;18;42,8;16;32;0;0;44;21;21;0;11;0;34,75;35;28,3;11,1;23;16;30;31;31;24;35;35;31;12;0;8,542;0;22;49;0;47,7;36,5;20;30;33,292;12;21;0;14;0;56;7;28;12;55;27;24;24;0;0;13;19;18;16;43;0;18;22,5;30;0;0;0;0;46;0;37;0;29;0;55,8;44,3;27;5,17;14;16;34;0;23;26;16;25;4;25;15,6;31
50;0;42;42;23,683;13;25,9;26;27,4;18,2;18;38;30,7;38;38;30,5;27;13;16;35;32,5;68;0;5;33;0;0;0;17;16,129;28;30;15;42;29,8;28;7,3;0;37;40,8;9,8;14,3;15,6;12;10,8;38,3;22;17,1;0;0;14,2;13,7;16,8;0;19;20,542;0;30;25;25;19;21;23;50;31;16;21;25;34,75;20,375;24;31;21;22,708;30;26;24;0;0;21,875;18;22;30;11;0;17;18;40,9;9;21;0;18;22;16;16;0;11;0;33,254;36;31,9;18,7;35;10;26;36;23;45;26;65;20;16;0;10;0;15;0;4;34,7;54,3;30;30;13,5;15;27;0;19;14;39;8;39;11;28;20;24;24;15;0;11;14;14;15;30;0;16;31,9;39;0;6;0;0;44;0;32;0;44;0;30,3;25,7;15,6;8,47;19;16;23;0;24;25;42,4;9;9;9;37,3;25
47;0;37;37;24,875;27;36,4;25;21,3;23,7;22;37;25,2;30;30;27,9;23;12;12;33,7;28,4;71;70;7;0;14,9;0;12;9;11,57;35;37;16;19;0;0;16,3;21;34;34,2;17;23,2;20,5;24,8;13,1;24,1;16;34,1;0;0;16,9;15,8;20,7;0;23;18,958;20;33;23;33;19;21;27;30,167;18,5;23;27;26;23,25;17,542;23;21;34;13,875;45;36;15;0;0;22;40;18;19;10;0;10;12;24,1;8;19;0;16;25;19;19;0;24;0;24,225;32;29,6;0;34;13;36;35;20;32;50;66;19;18;0;8,25;0;12;42;0;15,3;28,9;29;29;13,708;9;14;15;12;0;24;11;19;8;21;9;21;21;17;0;15;21;15;18;18;0;14;21,7;32;0;9;33;0;39;0;25;9;46;0;21;7,4;3,8;10,21;13;0;22;19,54;36;0;0;9;0;9;0;30
38;58;59;59;26,208;19;44,5;44;28,4;21,9;29;46;32,1;34;34;19;14;0;0;49,9;41,3;74;12;14;38;0;0;0;15;19,6;29;33;10;20;19,8;25,4;28,8;19;37;40;23,7;28,1;30,3;22,1;21,5;28,5;31;24;0;0;28,2;31,3;33,8;0;35;31,958;31;48;36;46;30;31;42;31,583;24,4;20;47;43;53,958;38,5;40;40;70;35,708;54;61;10;0;0;47,292;13;42;25;12;0;13;17;35,9;18;32;0;28;40;22;22;0;17;0;36,321;28;50,2;21;30;18;56;31;37;39;54;36;44;17;0;17,208;11;0;26;0;22,7;26,6;38;0;29,5;9;15;0;13;0;31;10;21;7;23;14;37;37;27;0;22;22;51;24;31;0;32;37,1;43;0;8;0;0;46;0;38;0;27;0;28,6;27,7;19,5;20,58;20;23;42;25,12;36;45;26,6;6;0;6;25,2;16
45;64;61;61;45,421;18;58,5;37;20,1;29,3;0;60;49,3;46;46;32,5;28;23;27;52;49,7;94;27;22;51;33,9;0;18;28;23,761;57;0;20;30;0;0;14,5;35;49;23,8;32,2;36,4;37,7;45,5;34,9;51,8;43;37,3;0;0;31,6;50,4;60,8;0;41;41,708;37;61;46;51;39;45;55;37,864;30,1;36;36;38;61,625;34,75;0;15;25;41,042;33;45;27;0;0;36,417;0;28;44;9;0;14;27;45;33;56;0;36;50;28;28;0;35;0;56,125;0;93,3;28,5;41;34;56;32;45;59;20;37;48;24;0;23,292;29;0;0;0;0;0;0;0;41,167;22;31;20;20;0;55;0;46;10;34;26;38;38;33;0;29;35;17;31;52;0;31;31,6;55;0;9;49;0;82;0;62;18;48;0;43,5;31,4;27,9;25,4;27;27;38;26,49;43;58;29,3;24;0;24;37,1;26
48;51;53;53;35,913;22;45,2;41;27;51,6;32;105;39,2;47;47;29,8;20;22;22;51,6;47,8;84;28;23;53;0;0;24;41;28,413;44;0;36;36;56,1;0;18,2;48;40;31,7;37,9;26,7;35,7;39,4;32,8;48,9;43;30,1;0;0;29,7;35;41,4;0;28;27,292;28;47;35;33;0;24;36;54,75;34,1;35;52;39;85,565;42,792;66;64;36;77;74;57;35;0;30;42,417;44;31;31;18;0;29;29;48,8;11;42;0;33;38;18;18;0;10;0;52,817;21;31,1;30,2;33;23;48;0;38;46;41;15;38;37;0;30,375;20;22;22;0;0;0;0;47;45,042;50;51;10;0;0;47;10;65;13;37;33;33;33;25;0;17;21;27;24;58;0;18;32,3;55;0;8;0;0;44;0;50;0;51;0;32,9;22,4;21,8;37,6;29;19;26;42,29;37;59;33,8;27;0;27;44,1;48
49;61;49;49;28,729;27;43;37;27;38,5;34;61;38,8;46;46;44,9;24;27;28;52,1;55,5;83;21;48;91;54,8;0;26;68;36,895;0;0;31;26;0;0;0;47;40;35;43,6;42;42,8;58,4;43;64,4;45;51;0;0;49,5;47,5;58,6;0;59;43,167;52;106;77;61;0;74;93;63,625;51;51;98;117;127,833;64;110;118;119;100,208;91;168;47;80;52;74,625;113;77;48;40;0;27;34;57,7;51;73;0;42;72;43;43;0;21;0;69,23;16;25,6;32,4;47;36;0;0;72;66;72;0;0;44;0;32,083;32;35;34;17;34,3;42,2;44;85;49,208;35;0;25;14;0;55;12;0;8;44;52;69;69;0;0;0;0;39;68;127;0;74;83;125;0;0;0;0;174;0;143;0;94;0;39,8;31,9;35,9;33,58;64;0;83;56,64;78;106;43,3;36;0;36;19,3;38
54;64;55;55;36,596;13;72,9;55;27;33;39;81;48,8;65;65;57,2;43;31;58;86,4;64,4;100;38;59;74;0;0;20;53;55,796;0;0;49;61;79,2;0;0;47;46;29,6;29,3;44,5;39,2;44,5;39,6;51,2;46;42,8;0;0;30,2;39,2;46;0;61;52,304;51;92;64;61;0;44;79;52,792;35,9;53;106;77;148,333;73,833;85;78;116;97,792;85;71;58;105;92;67,833;95;87;65;32;0;54;53;54,2;87;93;0;51;76;31;31;0;17;0;87,179;23;38,4;32,4;56;47;0;0;76;87;96;0;0;42;0;36,478;45;68;57;0;35,7;72;63;50;72,875;51;53;0;21;0;66;28;0;9;38;40;54;54;0;0;0;0;38;0;82;0;75;74,1;101;0;0;12;0;161;0;101;29;81;0;28,6;60,2;40,8;38,33;60;50;79;44,73;71;88;27,8;22;0;22;38,4;17
19;31;53;53;28,713;12;33,1;30;32,7;42,2;47;88;45,3;0;0;48,4;0;44;42;68,4;73;43;31;36;57;38,2;0;27;48;47,935;35;0;75;61;0;34,4;13,1;45;45;27,1;39,2;44,5;39,9;42,9;36,3;51,3;34;33,5;0;0;53,3;43,7;47,7;0;43;32,208;37;50;45;45;42;32;48;66,75;36,8;40;159;70;154,583;83,208;73;83;46;124,208;158;86;84;86;76;69,375;81;83;48;32;0;39;22;29,2;26;64;0;29;48;28;28;0;40;0;0;15;36,6;40,3;40;33;0;0;45;73;65;19;0;34;0;31,125;70;59;0;0;75,3;66,1;51;67;45,833;57;58;0;32;0;51;21;0;5;41;49;53;53;36;0;0;0;32;49;69;0;57;63,9;61;0;20;0;0;67;0;63;0;52;0;41,5;31,1;39,2;34,19;52;38;47;70,41;62;91;27,7;27;0;27;37,1;0
15;26;53;53;25,925;11;56,9;0;30,7;36,4;36;0;38,3;0;0;32,1;0;24;25;29;48;38;69;22;37;0;0;0;0;40,332;48;0;38;32;34,6;33;7,3;29;49;34,2;36,9;30,7;37,4;22,1;32,4;39,5;34;39,6;0;0;82;42,5;53,5;0;43;42,292;36;45;56;48;36;42;46;61,5;24,7;55;102;99;190,833;113,625;107;83;122;133,75;50;118;90;99;45;93,5;169;89;48;30;0;30;41;34,9;33;61;0;30;0;46;46;0;26;0;0;22;40,3;0;42;43;39;0;63;50;38;14;34;36;0;33,333;82;29;60;0;54,4;62,1;49;76;32,792;37;35;30;30;0;23;10;0;5;31;41;62;62;46;0;0;0;27;62;70;0;68;85,5;67;0;21;0;0;76;0;83;0;48;0;37,7;30,4;32,2;34,94;42;9;31;45,03;38;43;23,6;18;0;18;34;49
11;20;0;0;16,254;0;21,3;0;12,7;41,8;0;0;9,6;0;0;40,1;0;14;25;28,8;39;32;25;17;27;21,8;0;0;0;8,471;31;0;36;26;0;0;4,7;39;48;0;25,5;44,3;60,7;32,3;26,4;41,5;20;44,5;0;0;37,6;35;35;0;34;22,958;33;49;42;85;27;40;55;19,917;14,2;42;85;141;113,708;68,292;76;64;69;64,25;62;97;83;81;65;85,917;0;66;31;16;0;18;28;14,7;36;41;0;17;32;28;28;0;37;0;0;20;42;60,8;28;43;46;0;22;46;34;22;47;29;0;14,409;16;0;29;0;29,6;42,9;48;0;33,042;26;23;18;23;0;20;11;16;8;27;25;48;48;49;0;0;0;28;49;60;0;40;47;52;0;9;0;0;75;0;55;0;65;0;20,9;12,9;8,6;5,31;46;2;29;42,84;25;31;9,6;9;0;9;21,3;20
10;30;27;27;16,583;0;22,5;11;12,7;31,2;0;130;16,7;25;25;29,6;19;11;12;0;21,1;31;11;14;26;0;3;10;23;12,446;0;0;15;19;34,6;0;4,7;38;45;13,8;22,4;49,6;55,1;35,9;27,8;30,8;26;31,8;0;0;18,8;37,9;33;0;30;20,708;28;34;29;32;20;27;32;27,292;18,2;20;43;79;127,333;88,5;69;42;33;63,25;57;61;71;77;65;99,375;72;78;31;14;0;17;27;21,9;18;34;0;18;26;20;20;0;3;0;0;20;31;19;26;23;0;0;0;30;34;0;0;21;0;10,792;30;0;0;22;0;0;0;0;35,25;0;26;18;0;0;15;10;20;8;22;28;29;29;0;0;0;0;36;83;59;0;67;100,1;67;0;27;0;0;130;0;85;0;62;0;17,7;3,7;3,7;10,57;28;30;20;50,76;31;35;24,6;12;0;18;31,2;10
6;13;37;37;11,375;0;20,8;12;12,1;22,1;14;76;10,8;22;22;17,8;10;10;9;28,8;25,4;18;19;23;55;36,6;12;9;42;12,057;46;0;16;20;0;0;4,4;0;40;22,9;9,5;27,6;24,5;30,5;15,1;25,9;13;24,8;0;0;15;22,5;24,2;52;32;16,667;32;75;44;0;40;44;68;29,417;20,2;22;46;76;76,25;48,625;56;38;29;31,625;27;71;41;54;55;64,083;35;51;21;14;0;44;18;9,1;28;28;0;16;20;24;24;0;21;0;0;65;23,9;11,4;18;29;0;0;36;45;29;0;0;25;0;0;0;28;48;0;0;0;0;43;34;32;30;0;27;0;19;24;11;10;42;19;44;44;25;0;14;10;21;0;36;0;0;36,4;36;0;8;0;0;37;0;13;0;28;0;18,5;18;4,9;2,75;49;21;52;23,36;42;69;20,3;28;0;27;30,3;30
7;7;25;25;5,483;0;15,2;8;12,1;27,5;8;35;0;16;16;11,3;9;10;8;8,7;21,5;16;5;15;17;0;9;6;16;15,708;0;0;27;39;44,6;0;0;0;35;4,6;17,9;37,2;31,5;21,3;18,2;20,7;15;14,8;0;0;14,2;23,3;19,7;18;19;23,522;0;20;21;0;19;19;20;21,75;5;24;29;34;50,875;43,833;43;31;16;34,458;29;27;0;41;39;45,458;31;37;21;11;0;11;15;10,9;8;21;0;10;20;13;13;0;10;0;0;30;29,3;7,6;13;13;16;37;18;25;38;13;20;10;0;6,708;0;24;36;0;48,9;35,4;28;38;27,208;26;0;15;8;0;11;14;15;8;18;16;19;19;0;0;22;20;21;0;29;0;21;36,9;27;0;0;18;0;54;0;29;16;50;0;11,9;3,7;4,5;4,96;26;2;19;25,55;14;21;8,7;8;0;11;20,4;11
10;11;21;21;12,063;0;14,3;9;12,1;14,6;9;13;0;17;17;12,1;6;7;6;16,9;16,6;19;13;12;21;11;7;12;12;6,93;0;0;11;13;0;0;0;0;45;29,6;8;14,9;24,2;10,8;10,6;8,8;25;9,3;0;0;12,9;17,9;17,2;14;10;11,542;0;19;12;0;21;11;21;15,042;16;16;18;29;23,542;18,625;22;25;18;15,792;13;32;0;25;61;26,958;22;20;12;7;0;10;6;7,3;3;12;0;5;9;9;9;0;5;0;0;80;14,6;3,8;6;5;0;33;12;14;43;0;0;12;0;1,773;16;13;31;0;34,1;34,6;26;20;15,292;24;20;0;8;0;31;45;11;8;15;8;14;14;0;0;12;12;9;0;25;0;23;13,4;20;0;0;0;0;20;0;7;0;25;0;18,3;10,9;4,7;2,44;15;2;24;7,89;11;15;10,9;10;0;9;13,6;33
9;16;31;31;29,139;18;45,5;34;0;0;25;75;0;35;35;36,4;23;14;16;37,2;36,5;39;31;15;48;0;14;7;48;14,252;32;0;7;10;35,7;16,3;24;0;0;20,8;52,7;10,8;19,1;20,4;26,3;57;28;26,1;0;20,4;19,9;21,2;31,5;48;21;16,042;0;38;30;0;33;23;48;36,292;26,6;15;37;52;51,042;22,458;33;55;35;32,708;48;50;0;30;18;36,458;44;19;9;26;0;9;36;19,9;27;25;0;11;4;40;40;0;2;0;0;25;29;5,5;22;45;42;17;43;33;44;75;42;8;0;17,25;4;14;0;0;15;18,5;19;45;34,583;10;8;0;16;0;28;55;33;9;20;23;26;26;27;0;17;29;16;0;48;0;7;20,6;24;0;12;8;0;47;0;42;23;18;0;19,1;24,4;8,8;10,07;33;5;35;32,22;32;39;11,8;11;0;34;28;29
9;12;25;25;10,192;17;21,8;17;0;0;9;61;0;21;21;20,9;12;11;10;13,9;19,3;18;0;8;20;24;3;9;24;20,358;40;0;20;13;0;0;7,7;0;45;10;31,2;64,9;23,7;15,4;19,4;30,4;30;29,9;31;26,3;26,8;23,3;32,8;32;25;25,917;26;27;38;0;19;32;38;17,667;10,4;13;0;38;93,208;49,125;67;32;23;47,708;51;30;0;60;35;49;28;37;21;13;0;10;34;16,2;21;25;0;16;20;21;21;0;15;0;38,529;40;29,3;0;24;23;19;26;21;35;32;49;22;20;0;0;21;26;36;15;21;35,2;35;35;38,917;31;56;18;3;0;15;49;41;8;22;28;25;25;18;0;26;26;13;0;16;0;9;53,6;40;0;16;0;0;51;0;53;0;43;0;6,5;22,4;11;17,25;33;4;15;23,82;22;16;7,9;8;4;14;14,3;10
9;11;14;14;7,738;14;10;6;0;0;0;29;0;20;20;17,9;11;0;0;12,8;14;16;0;15;13;0;4;10;20;7,146;23;0;13;16;34,8;12,4;7,3;0;33;25;18,5;25,9;27,8;11,7;14,6;16,7;21;16,1;17;27,1;13;22,1;21,2;7;14;10,625;16;15;18;0;12;17;23;8,667;5,3;13;18;22;32,625;15,833;20;17;20;19,083;29;16;0;19;25;23,083;11;18;13;11;0;9;21;14,5;7;12;0;11;18;14;14;0;9;0;18,379;49;12,8;11,4;26;12;21;0;29;9;36;13;15;20;0;16,125;28;0;35;0;40,7;42,7;31;0;15;18;13;3;11;0;8;50;18;11;17;17;14;14;14;0;16;16;5;0;13;0;27;20,5;16;0;23;0;0;14;0;12;0;11;0;15,1;18,3;10,7;6,57;19;4;14;11,42;23;10;6,8;6;9;13;13,1;12
10;15;24;24;15,217;25;21,5;12;0;0;14;42;0;28;28;22,2;17;10;9;22;23,2;23;3;11;24;24,4;4;19;32;11,17;26;0;3;10;0;0;12,7;0;41;16,3;22,4;16,1;33,7;13,2;16,6;26,2;15;26,7;16;18,8;6,8;17,9;14,2;33;28;22,083;27;35;36;0;23;30;44;18,375;11,3;9;24;43;34,542;22,708;8;8;36;40,083;70;20;51;29;30;33,958;12;26;20;13;0;8;30;21,8;10;34;0;24;11;25;25;0;14;0;22,329;42;25,7;13,5;20;24;22;0;25;13;25;25;24;17;0;17,167;4;0;0;0;0;0;0;0;15;13;9;8;3;0;17;30;16;9;23;15;27;27;24;0;16;18;14;33;20;0;4;30,6;29;0;31;0;0;29;0;38;0;33;0;25,9;25,8;14,3;7,7;36;31;25;15,57;29;29;11,9;11;11;20;22,3;27
9;8;15;15;6,7;25;6,1;6;0;0;9;22;0;15;15;12,4;9;8;7;14,1;15,9;15;2;14;12;0;4;20;15;10,587;12;0;14;19;34,7;0;4,4;0;31;37,9;31,5;26,4;21,6;15,6;16,1;18,8;22;17,3;20;27,5;19;18,3;19,5;13;15;16,304;17;17;24;0;14;19;22;12,792;5;27;26;31;49,875;23,875;34;23;24;35,542;24;20;12;20;23;30,042;15;23;18;40;0;11;23;14,6;8;15;0;0;22;14;14;0;12;0;26,067;13;20,1;9,7;14;13;0;26;15;0;20;0;0;18;30,174;20,435;10;21;33;0;0;0;0;18;14,917;14;11;19;3;0;7;0;27;8;16;15;16;16;17;0;21;16;7;22;18;0;13;24,2;18;0;12;0;0;29;0;22;0;7;0;12,8;16,7;0;13,26;25;3;13;11,87;15;11;5,7;3;4;13;13,4;11
8;9;16;16;6,613;19;18,1;8;0;0;7;22;0;21;21;10,7;7;6;5;15,9;15;13;2;13;14;11,3;3;12;29;3,974;0;0;3;7;0;0;0;0;41;38,8;41,7;30,9;34,4;18,6;15,8;18;23;23,7;22;10;8,9;25,8;18,3;24;16;11,292;23;22;22;0;25;17;28;9,792;6,4;13;31;43;36,833;27,458;36;37;25;29,792;41;29;31;27;0;37,667;25;98;16;53;0;12;28;21,6;7;18;0;0;9;21;21;0;15;0;14,658;10;12,8;3,8;14;17;0;0;29;0;22;0;0;17;22,875;9,917;10;24;31;0;28,2;23,3;12;33;19,417;14;11;9;3;0;5;9;14;9;13;8;24;24;0;0;29;11;12;16;25;0;18;24,3;27;0;0;0;0;36;0;4;17;36;0;7;7,3;5,9;12,94;31;20;21;6,22;21;13;5,5;2;3;11;15,6;16
8;14;20;20;7,688;30;12,6;10;0;0;8;27;0;32;32;27,6;7;11;6;16,9;14,8;27;11;13;21;0;18;12;34;13,483;0;0;4;9;24,8;0;0;0;48;37,1;77,8;39,2;86;69,2;29;87,2;22;54,2;40;38,3;56;42,1;54;40;30;28,708;36;67;53;0;16;57;79;19,625;12,9;15;29;33;38;28,792;28;26;23;28,917;29;28;21;25;0;30,458;23;26;67;22;0;9;54;26,9;50;49;0;0;12;41;41;0;7;0;30,617;33;14,6;9,5;25;44;28;0;30;0;20;0;37;16;31,25;12,833;10;19;51;7;35,9;36,7;16;34;21,042;14;13;0;4;0;9;10;17;9;24;15;25;25;0;0;27;23;18;31;22;0;9;21,8;20;0;0;0;0;30;0;30;0;29;0;18,5;14,5;10,6;8,92;33;3;33;14,22;29;27;6,5;5;3;21;18,1;18
6;11;21;21;7,783;31;14,1;13;0;0;5;56;0;25;25;19;12;8;11;14,4;14,5;20;14;5;17;9,3;38;24;11;7,865;17;0;12;22;0;0;5,5;0;44;26,7;28,9;22,7;62,9;22,3;34,5;22,4;25;20,5;35;36,7;24,5;35,8;34,1;21;18;14,667;24;0;20;0;18;20;24;11,542;5;11;37;53;58,75;47;58;38;48;67,917;84;34;41;41;0;53,458;29;41;20;9;0;9;24;27;20;19;0;0;32;19;19;0;8;0;26,038;16;27,5;43,8;16;18;31;0;28;0;27;0;28;18;39,348;16,435;15;34;0;0;20,6;46,1;31;44;26,917;14;18;0;9;0;6;10;18;14;15;25;16;16;15;0;28;11;12;23;23;0;20;30,2;37;0;11;0;0;41;0;27;0;22;0;7,6;14,5;9,3;7,87;31;25;19;9,03;26;15;4,6;10;1;18;15,4;14
