DsCzer02;DsDzia01;DsGlogNorw;DsGlogNorwArch;DsJelw05;DsJgGrottgeraPM;DsLegRzeczA;DsLegRzeczPM;DsLegSmok;DsLegZlotor;DsLubinMaj;DsNRudaSrebPArch;DsPolkKasz;DsSwidRynek;DsSwidRynekArch;DsSzczKopPM;DsWalbWysPArch;DsWrocKorzPMArch;DsWrocOrzech;DsWrocWie;DsWrocWisA;DsZgorzBohA;DsZgorzMar;KpBydgUjejskiego;KpBydgWPola;KpCiechoTezniowa;KpGrudzIkara;KpInowrSolan;KpNakloPiotraSkargi;KpSadlog;KpTorunDziewulsk;KpTorunLotnisko;KpTorunSzpMiejski;KpWloclLady;KpWloclOkrzei;KpWloclSielska;KpWolice;LbBialaPOrzechowa;LbBialaPPl.TrzechKrzyzy;LbChelmJagWIOS;LbChelmSzpWSSE;LbKrasnikKoszarowa;LbLeczna1000Lecia;LbLublinPiel;LbLublin_Sliwins_5;LbLublinSpokojna;LbLukowBrowarna;LbPulawySkowieszynska;LbRadzyPSitkowskiego;LbRejowiecFabrWIOS;LbTomaszowLubWIOS;LbZamoscHrubieszowsk;LbZamoscWSSE;LdKutnoWIOSMWilcza;LdLodzWIOSACzernik;LdLodzWIOSARubinst;LdLodzWSSEMLegiono;LdLodzWSSEMRudzka;LdPabianWIOSAKonstan;LdRadomsWSSEMZeromsk;LdSieradWSSEMGrunwal;LdSkiernWSSEMReymont;LdZgierzWSSEMStRynek;LuGorzowWIOS_AUT;LuGorzowWSSE_1;LuZgoraWIOS_AUT;MpBochniWSSEKons0105;MpChrzanWSSEGrzy0301;MpKrakowWIOSAKra6117;MpKrakowWIOSPrad6115;MpMaPodhWIOSKosc1508;MpMyslenWIOSRyne0906;MpNoTargWSSESzaf1102;MpNSaczWIOSPija6204;MpNSaczWSSETarn6202;MpOswiecWSSEWiez1301;MpProszWIOSKrol1404;MpSkawinWIOSOsie0606;MpTarnowWIOSSoli6303;MpTrzebiWIOSPils0303;MpWadowiWIOSPSka1805;MpWielicWIOSNiep1904;MzCiechStrazacka;MzLegionBronWSSE;MzLegionZegIMGW;MzNowDwChemWSSE;MzOstMazSikorWSSE;MzOstrolTargowa;MzOtwockBrzozWSSE;MzPiaseczDworWSSE;MzPiastowPulask;MzPlockKolegWSSE;MzPruszKraszeWSSE;MzRadomCz;MzRadomCzWSSE;MzTluszczJKiel;MzWarszAKrzywon;MzWarszBernWoda;MzWarszBielany;MzWarszBorKomWSSE;MzWarszKrucza;MzWarszSGGW;MzWarszZelazWSSE;MzWarZeganWSSE;OpBrzeg101;OpGlub1pyl;OpKlucz227;OpNamys2pyl;OpOlesno3pyl;OpPrud189p;OpStrzel247;PdBialyLegionowa8;PdLomzaSikorskiego;PdSuwPulaski;PkDebicaWSSEParkow;PkJasloWIOSFabr;PkJasloWIOSFlor2;PkKrosnoWSSEKisielewskiego;PkMielWIOSZarzStr;PkNiskoWIOSSzklar;PkPrzemWIOSPDom;PkPrzemyslWIOSMick;PkRzeszWIOSSzop;PkRzeszWSSEPilsud;PkRzeszWSSEWierzb;PkSanokWSSEJezier;PkTarnobWSSE1Maja;Pm.00.s481m;Pm.06.s712m;Pm11WLADw07m;Pm14TCZEw06m;Pm.15.s129m;Pm.63.s079m;Pm.63.wDSMm;SkKielJagiel;SkKielJagielWios;SkOstrowSams;SkOstrowWios;SkOzarowMiec;SkOzarowOsWz;SkPolanTrzc;SkStaracZlota;SlBielbBiel_kossa;SlCieszCies_dojaz;SlCzestCzes_baczy;SlDabroDabr_1000L;SlKatowKato_kossu;SlLubliLubl_piask;SlMiastMias_norwi;SlRacibRaci_boruc;SlRacibRaci_studz;SlRybniRybn_borki;SlWodziWodz_bogum;SlZabrzZabr_sklod;SlZawieZawi_pilsu;SlZawieZawi_zawie;SlZywieZywi_koper;WmDzialdWSSE_Biedraw;WmElblagWSSE_Krole;WmOlsztyWSSE_Zolnier;WmPuszcz_IOS_Borecka;WpGnieznoPM10;WpLeszno411000;WpOstrowWlkpPM10;WpPila5710111;WpPoznanPM10szpital;WpPoznanSzymanowskiego17;ZpGryfWiduchowa003;ZpKoszalinWSSE;ZpSwinoujscieWSSE;ZpSzcSzczecinekPSSE;ZpSzczecin002;ZpSzczecinWSSE
23;35;0;0;60,083;6;57,7;0;148,7;67,2;38;68;42,3;0;0;56;0;30;27;56,6;41,8;61;65;0;0;53,4;0;0;0;0;0;22;0;0;65,5;0;0;67;45;64,6;56,3;0;82,1;70,7;43,9;0;89;80,5;73;0;50,4;101,7;85,8;0;29;30,667;40;62;91;17;59;128;149;61,125;42,4;54;0;36;100,5;66,458;73;88;0;87,783;68;57;64;0;0;51,583;65;56;116;0;47;68;65;43,3;0;0;49;75;0;74;74;55;32;57;80,896;84;115,6;28,6;65;75;0;50;41;64;74;0;0;96;80,917;65,875;27;0;62;36;47,1;74,1;70;0;65,042;61;57;51;0;53;48;67;56;65;7;13;86;86;0;66;0;0;33;39;51;0;38;45;56;56;0;0;54;84;48;63;0;22;72;76,1;57,2;57,8;0;65;35;56;53,7;56;0;49,4;40;13;46;50,4;45
31;30;67;67;61,354;20;65,2;48;148,8;59,8;62;90;57,1;64;64;37,6;0;29;26;72,6;46,9;65;51;58;56;0;35;40;47;0;0;26;58;79;0;0;0;86;43;49,2;33,1;0;67,8;48,6;49,6;0;79;62,8;71;0;58,8;87,9;80,2;0;36;47,083;48;54;93;0;79;89;118;48,792;66,1;71;0;94;118,25;78,417;63;72;0;92,682;74;112;91;0;0;73,333;61;73;56;0;64;46;36;37,5;0;106;64;50;0;60;60;51;36;66;82,804;0;100,7;46,7;24;76;0;33;70;61;61;0;0;85;60,542;25,458;84;0;58;0;33,3;63,8;66;0;97,375;78;60;0;0;31;45;18;47;37;35;34;89;89;0;77;54;50;46;55;58;0;38;67;63;55;0;0;53;54;73;74;0;107;58;38,1;28,2;21,3;0;60;41;112;69,2;57;0;60,6;35;36;43;66,1;51
34;60;86;86;77,117;11;113,4;83;145,4;87,3;71;120;89,5;95;95;74,9;0;43;43;103,2;96,5;76;80;74;88;61,5;14;40;84;0;58;18;49;67;121,7;48;29,1;72;44;51,7;53,4;0;76;68,6;33,6;115,1;30;68,8;64;0;28,7;57,5;64,6;159;52;47,417;66;85;87;0;87;107;154;0;59,4;75;0;92;164,792;110,417;93;85;0;103,833;101;121;109;0;0;93,292;76;124;0;0;62;75;59;39,8;0;88;55;54;0;58;58;44;28;57;70,525;0;58,7;64,4;23;55;0;0;80;84;68;54;75;44;61,783;88,875;0;0;0;0;63,6;92,7;65;0;110,5;0;0;0;0;49;51;13;8;47;43;70;120;120;35;68;51;64;41;62;86;45;49;85;115;73;0;0;65;138;124;111;0;28;84;62,7;44,7;15,1;0;93;46;96;56,55;90;0;61,8;50;28;67;77,1;62
40;35;71;71;52,204;18;71,7;63;42,4;0;49;75;58,6;72;72;40,4;0;50;49;57,2;78,3;64;61;36;36;0;7;28;19;0;69;22;62;66;0;0;15,3;128;48;73,3;75,1;0;83,9;49,1;49,2;67,4;64;64,6;91;0;52;66,7;79,7;62;25;55,833;35;30;37;23;42;42;36;0;0;54;0;77;172,958;142,667;97;85;0;116,417;117;78;128;0;0;114,792;90;132;36;0;68;42;42;43,6;0;74;62;45;0;43;43;46;44;88;83,158;0;76,5;0;31;76;54;0;45;79;88;47;62;43;49,917;53,958;0;0;85;0;97;83,8;57;0;98,417;0;0;56;0;22;16;14;46;21;10;30;79;79;45;69;49;42;45;78;83;21;95;102;126;58;21;49;32;158;58;130;80;0;71;42,6;21,2;23,1;0;42;26;38;55,77;35;0;31,9;7;19;16;37,4;11
14;14;31;31;15,721;9;37,5;37;32,4;30,9;63;182;22,4;30;30;33,7;0;16;0;51,2;34,4;31;0;27;35;28;3;27;24;0;23;8;31;34;52,4;20;8,3;65;36;83,8;24,4;0;52,7;48,7;26,9;57;29;44,2;34;0;31,8;36,7;42,9;89;17;13,542;26;30;26;0;30;34;40;0;0;13;0;75;80,667;69,833;65;61;68;79,042;68;106;71;0;0;76,375;53;62;33;58;18;20;16;24,8;0;50;18;29;0;24;24;27;46;26;33,017;0;44,3;17,1;29;39;52;0;48;59;93;45;38;43;24,545;16,625;77;0;70;0;86,7;91;60;0;76,25;82;74;55;0;14;10;10;15;17;15;30;38;38;40;25;36;16;25;25;63;26;0;39;32;50;0;0;33;39;73;32;0;28;57;48,9;15,9;7,7;0;39;35;54;31,91;28;0;14,3;9;10;22;18,7;20
14;14;56;56;25,725;9;36,1;33;42;74,6;109;46;32,1;29;29;18,6;0;34;30;50,9;60,1;33;41;28;35;0;5;10;43;0;53;13;25;32;0;0;5,1;50;47;45;35;0;75,8;36,2;31,3;40;45;33,9;40;0;23,8;42,1;32,7;59;24;36,75;33;23;22;0;33;51;31;42,292;0;27;0;41;87,542;70,167;79;45;33;79,75;68;38;70;0;0;67,792;45;68;42;32;40;38;24;56,4;0;47;47;35;0;28;28;31;22;47;48,729;39;42,5;32,6;45;42;41;0;40;72;38;25;30;28;49,625;42,958;52;0;0;46;0;0;0;0;56,708;61;31;47;0;40;25;21;31;27;27;63;27;27;31;23;57;35;32;21;47;5;56;61;61;24;0;0;11;70;46;49;0;26;31;34,8;36;16,5;0;38;28;35;73,36;36;0;17;26;0;28;27,8;23
23;15;42;42;13,471;7;21,9;12;31,3;29;0;0;16;24;24;18,5;17;12;10;0;27,9;21;19;18;26;20,7;5;26;23;0;63;6;34;24;34,7;0;4;36;40;55,4;16,8;0;42,8;24,9;25,1;28,6;26;21,5;28;0;22;37,1;38,5;18;14;22,458;24;17;13;0;18;25;27;25,792;0;17;0;29;50;39,542;36;40;34;34,208;30;36;45;0;0;45,292;34;47;31;26;18;18;9;30,3;0;33;22;25;0;22;22;4;25;26;30,2;32;29,2;12,8;22;34;0;31;29;31;54;0;0;49;24,762;36,75;39;0;55;0;0;0;0;0;41,75;48;36;41;0;17;12;17;20;26;7;28;22;22;0;25;40;27;14;22;26;7;20;29;34;22;22;14;15;25;36;27;35;0;35;44,3;19,4;9,9;0;30;23;26;29,55;26;0;8,5;10;0;22;19,1;17
12;16;43;43;14,942;18;23,6;22;31,3;16,4;0;62;15,8;28;28;10,1;20;13;13;0;29,8;22;18;13;21;0;10;17;20;0;0;2;17;21;0;0;0;25;36;44,6;18,4;0;33,1;23,8;13,2;0;20;22,9;17;0;16,4;26,3;20;0;15;22,458;24;18;20;0;20;24;38;18,583;0;19;0;46;40,833;32,833;33;39;30;36,875;38;43;38;0;0;52,458;36;39;22;20;11;18;12;21,4;0;26;18;19;0;20;20;16;25;29;22,408;32;23,8;9,4;19;18;47;59;36;29;16;53;25;55;25,478;18,708;5;0;47;0;0;0;23;0;28,417;27;24;31;0;12;9;19;12;16;0;24;24;24;0;16;34;17;22;16;33;2;20;27;30;29;0;0;15;36;55;27;0;0;40;27,6;10,6;0,9;0;37;22;0;26,98;23;0;9;8;0;20;16,8;12
15;25;46;46;27,913;12;28,5;16;31,3;34,6;0;52;18,9;25;25;13,5;19;12;11;0;24;25;25;15;15;18,8;43;19;18;0;0;0;11;14;21,7;0;0;24;46;22,5;23,1;0;30,8;19,5;15,4;0;21;22,3;19;0;17,5;26,7;26,2;0;11;18,208;17;13;13;0;12;22;18;15,458;0;29;0;42;43,125;37,917;40;34;31;40,292;42;38;48;0;0;62,5;28;46;20;18;9;9;6;16;0;13;20;12;0;18;18;0;46;27;18,058;59;14,7;7,6;11;16;0;33;31;50;40;0;0;14;19,474;11,739;19;0;35;0;0;0;25;0;27;18;20;0;0;5;9;8;14;25;0;32;22;22;0;19;52;30;25;19;33;10;23;38;36;30;0;0;12;41;56;38;0;0;36;32,9;12,4;7,2;0;20;17;0;15,32;16;0;13,1;5;0;13;17,9;16
21;13;28;28;26,142;17;33,4;25;31,3;54,5;47;51;23,4;23;23;24,2;20;16;14;0;33,4;37;35;16;16;0;52;23;16;0;0;0;4;9;0;0;0;30;39;30,8;22,8;0;31;23,4;18,4;0;15;22,9;26;0;13,7;30,8;23,6;0;12;16,708;18;11;15;0;13;18;19;25,833;0;25;0;29;46,708;35,583;33;30;28;38,75;79;33;47;0;0;54,458;28;57;22;17;11;14;7;27,2;0;20;22;17;0;15;15;0;24;35;28,437;29;25,7;3,8;19;16;0;36;27;38;42;0;0;11;16,625;14,261;50;0;0;0;0;0;26;0;28,208;24;22;0;0;6;6;8;11;13;0;33;20;20;0;23;23;27;23;19;24;2;26;40;44;24;0;0;11;36;32;35;0;0;27;9,8;7,2;5,9;0;19;40;0;21,55;19;0;21,5;7;0;13;25,7;13
9;20;29;29;14,45;7;23,5;14;20,5;25,4;44;58;14,3;19;19;7,2;20;13;10;23;12,4;18;16;20;18;15,2;28;34;16;0;19;20;8;15;47,7;18;6,9;28;45;32,9;13,8;0;27,3;22,6;12,5;25,9;8;16,6;21;0;13,7;22,5;21,9;0;12;15,083;21;13;16;0;13;16;36;16,958;0;15;0;39;47,5;33,75;35;34;24;28,667;29;33;38;0;0;45,75;33;43;24;18;13;9;8;21,7;0;17;18;15;0;13;13;0;21;0;14,954;26;40,3;0;16;15;37;33;30;42;44;36;26;12;22,3;14,375;20;0;32;13;0;0;26;0;30,458;21;21;0;0;13;10;0;13;17;0;40;17;17;0;18;13;11;19;16;33;7;20;24;29;22;19;18;25;34;52;20;26;0;35;15,1;8,9;8,7;0;25;26;0;21,09;26;0;12;10;0;19;18,7;17
14;14;23;23;15,217;16;25;17;7,2;39,9;52;56;14,9;22;22;20,3;20;15;11;37,7;31;26;23;19;21;0;46;27;18;0;29;21;10;0;0;0;4;27;30;30,8;23,1;0;35,2;22,4;22;20,6;18;20,9;24;0;15,7;32,1;30,5;36;13;19,042;24;16;23;0;15;18;21;21,208;17,5;17;0;78;72,292;45,917;52;51;45;54,583;55;58;16;0;0;64,833;48;19;20;17;11;13;7;16,3;0;0;7;13;0;16;16;0;33;0;26,229;27;11;30,9;24;7;33;37;35;32;38;38;28;23;17,957;13,792;23;0;37;0;0;0;23;0;28,958;35;17;0;0;14;12;22;16;19;0;44;27;27;23;19;24;21;5;18;46;13;22;51;54;26;0;0;21;63;70;43;0;0;40;22,9;5,4;3,6;0;20;15;0;26,82;19;0;14,4;16;0;14;20,1;20
9;26;0;0;26,142;23;32,9;23;72;38,2;43;61;20,7;38;38;23,8;35;0;17;37;37,4;26;30;21;32;22,3;37;23;24;0;21;23;11;12;47,7;18;3,6;41;43;35,8;17;0;33;26,2;17;31,6;21;25,9;20;0;20,3;30,4;33,9;33;12;21,375;20;22;32;0;25;31;50;34,583;19,7;19;0;41;88,375;61,208;30;20;70;67,25;49;66;56;0;0;61;20;34;26;29;0;14;8;32,1;0;35;22;20;0;25;25;0;9;9;27,058;33;31,1;29,1;21;22;41;41;39;27;51;29;31;18;15,435;14,304;26;0;0;0;0;0;0;0;44,5;45;24;7;0;50;38;40;17;27;0;18;46;46;0;21;33;23;27;21;53;17;27;47;57;36;8;19;24;65;55;44;29;0;36;26,7;19,5;12,7;0;37;23;42;25,04;27;0;24,9;20;0;22;31,6;27
15;19;0;0;37,479;0;35,2;31;89,5;36,5;33;66;27;49;49;39,8;41;18;16;39,4;34,3;35;31;33;54;0;30;11;32;0;82;8;14;21;0;87;4;48;37;30;21,4;0;31,1;40,6;15,1;44,7;30;39,1;29;0;20,9;27,1;39,6;63;12;16,458;25;27;38;9;34;65;59;47,5;28,8;23;0;33;101,958;58,375;37;38;64;51,565;44;49;57;0;0;30,083;37;63;45;0;15;32;28;48;0;64;26;58;0;37;37;20;12;15;41,621;75;29,5;32,6;45;38;0;33;31;43;46;0;0;16;32,773;18,667;37;0;40;0;0;0;0;0;50,292;62;35;18;0;68;41;37;22;35;0;35;60;60;33;30;35;20;18;26;45;11;22;35;46;27;9;39;37;46;35;46;44;0;30;31,8;14,3;17,4;0;37;17;31;39,6;27;0;27,5;27;0;41;40,1;33
8;33;0;0;38,95;0;35,1;30;89,5;34,5;0;65;26,7;40;40;33,4;41;18;14;41,3;30,9;22;26;21;22;18,5;19;29;20;0;0;6;46;27;43,4;0;0;43;43;41,2;17,4;0;39,9;27,3;22,1;0;30;35,7;29;0;26,9;35,8;39;31;13;23,792;21;22;32;0;21;31;34;44,292;25,3;21;0;31;88,208;48,75;40;34;69;50,5;39;40;39;0;0;28,542;31;47;22;28;36;20;8;26,8;0;40;26;16;0;23;23;16;20;24;45,85;30;45,8;36,7;21;21;0;22;29;41;46;0;0;33;24,708;21,333;43;0;6;0;29,7;44,1;31;0;49,783;44;35;21;0;26;24;28;25;24;0;28;38;38;0;23;44;21;26;23;41;9;24;22;35;46;0;0;21;44;38;29;0;0;34;18,8;12,5;4,8;0;20;17;40;84,7;18;0;25;20;0;22;32,6;24
14;14;0;0;27,788;0;30,7;0;89,5;29;41;46;24,5;26;26;12,5;45;16;12;28;24,7;25;24;18;33;0;11;31;14;0;0;2;13;18;0;0;0;20;44;42,5;18;0;25,9;28,4;14,5;0;27;21,5;17;0;16,1;25;23,6;37;11;14,667;16;19;23;5;21;41;35;27,833;12;12;0;26;54,917;28,917;32;27;36;36,667;24;27;24;0;0;18,292;30;46;26;46;22;19;15;25;0;56;7;15;0;18;18;9;24;5;25,483;37;20,1;21,2;26;26;46;39;24;59;44;38;24;19;23;16;45;0;5;17;40;52,7;25;0;0;40;40;0;0;37;32;19;12;29;0;15;28;28;0;13;39;20;17;12;26;4;29;26;27;21;0;0;9;36;23;33;0;0;3;41,1;23,3;22,5;0;26;11;30;24,87;21;0;16;12;0;16;23,4;26
8;43;53;53;26,417;5;39,1;0;56,5;25,4;38;61;28,5;0;0;34,1;34;20;18;38,1;36,5;24;26;28;54;31,7;25;28;26;0;52;6;17;19;60,7;28,3;9,1;50;47;33,8;31;0;39,9;30,7;20,8;47,5;34;31;34;0;20,6;37,1;32,2;68;19;27,083;27;37;29;6;43;44;54;38,667;28,4;27;0;46;87,25;50,167;15;30;61;33,625;39;49;45;0;0;23,875;41;33;42;68;31;47;25;39,2;0;64;22;19;0;25;25;0;16;29;52,396;62;42,1;52,4;45;55;41;35;37;69;36;18;30;43;46;48,792;29;0;0;0;34,8;31,6;19;0;36,458;23;26;0;0;42;29;38;0;27;0;30;51;51;40;32;34;39;4;27;29;7;31;38;36;22;14;36;23;36;29;39;83;0;22;0;9,2;16,8;16,16;33;22;33;36,07;32;0;17,1;20;0;0;27,1;26
21;30;22;22;29,663;9;42,3;39;21,5;56,4;26;52;26,4;49;49;9,1;27;27;24;65,9;42,2;30;34;52;25;0;19;52;17;0;25;8;25;26;0;0;10,2;31;44;72,9;26,5;0;49,8;35,9;22;36,7;45;30,4;33;0;24,4;35;44,9;41;17;34,417;22;18;18;0;18;32;23;48,042;17,1;26;0;46;78,042;53,125;34;28;59;41,5;40;39;64;0;0;37,583;12;48;29;29;27;23;15;0;0;57;24;12;0;28;28;0;7;33;36,135;39;36,6;0;30;32;35;25;29;46;31;50;24;46;40,409;48,708;38;0;22;0;26,1;22,8;31;0;37,083;33;31;29;0;24;16;32;28;15;16;32;39;39;12;30;49;37;20;22;41;4;80;59;65;20;0;0;17;63;23;64;0;12;31;0;11;9,8;17,43;21;18;22;37,83;20;0;23,6;19;0;0;27,6;16
7;16;23;23;21,529;11;16,5;9;23,8;23,6;24;24;16,1;21;21;15,1;15;9;0;26,6;27,6;14;14;22;19;15;24;33;24;0;11;4;20;18;30,4;16,1;16;24;43;50,4;10,7;0;28,7;22,6;17,2;23;18;11,7;17;0;13,5;21,3;20,9;28;13;13,375;17;13;10;0;20;14;19;34,042;14;17;0;30;51,5;36,458;34;28;24;30,208;21;23;28;0;0;39;26;61;18;15;11;12;7;10,8;0;17;5;8;0;36;36;0;11;7;22,639;23;18,3;17,4;14;15;46;20;25;41;36;41;29;27;14,783;11,261;32;0;29;0;30,7;43,4;32;0;31,042;51;29;19;23;11;7;28;21;13;15;30;14;14;40;10;10;15;15;14;24;7;20;20;31;13;0;0;22;27;28;18;0;12;35;0;10,7;5,3;7,37;26;27;30;31,52;19;0;10,5;20;0;0;13,1;18
17;20;26;26;18,308;6;21,8;18;26,7;61,8;69;43;15,6;19;19;4,5;15;15;21;31,4;30,1;22;0;10;21;0;31;15;26;0;19;16;7;12;0;0;16,4;22;45;28,3;17;0;28;28,3;19;28,1;21;20,1;20;0;12;20,8;18,6;0;13;16,542;18;13;14;0;19;20;19;34,083;24,8;19;0;32;58,125;34,708;35;30;41;33,958;40;23;45;0;0;47,833;27;35;18;18;11;13;8;25,5;0;20;5;11;0;53;53;0;13;5;24,325;29;34,8;9,6;20;20;47;26;23;4;20;21;15;13;20,875;21,625;0;0;0;0;0;0;0;0;24,833;0;0;4;13;12;9;19;30;12;14;27;23;23;29;14;7;23;15;18;22;3;20;29;34;10;0;0;27;25;25;31;0;23;23;0;14,4;4,3;9,85;21;43;19;40,76;24;0;16,6;16;0;0;46,8;20
13;18;21;21;23,867;18;26,1;12;34,5;34,5;36;22;21,9;31;31;18,5;0;12;15;25,7;33,1;22;26;11;20;14,8;22;17;26;0;38;6;9;13;34,7;0;16,7;11;23;32,5;17,7;0;35,9;23,7;17,8;25,2;23;18,6;24;0;13,4;22,9;35,8;0;14;22,208;20;15;9;0;32;28;19;36,042;14,4;19;0;31;39,167;31,167;34;23;26;30,333;21;24;27;0;0;30,292;19;38;10;18;7;23;10;42,9;0;35;9;15;17;6;6;0;8;7;31,308;26;46,1;15,4;21;19;42;32;26;9;20;48;21;18;23,652;11,45;23;0;24;0;0;0;0;0;25,583;65;25;1;28;14;8;25;19;14;12;13;19;19;33;15;21;29;12;14;26;5;0;24;29;12;0;0;44;25;14;18;0;16;28;0;7,1;15,7;7,75;33;14;33;52,75;22;0;9,5;12;0;0;18,6;16
9;11;31;31;18,6;4;29,1;22;34,5;20;0;37;17,6;27;27;16,3;17;15;17;36,8;28,6;31;22;13;29;0;63;15;20;0;0;3;11;20;0;0;0;26;37;30;11,1;0;42,8;26,9;15,6;12,5;13;16,6;17;0;15;22,9;30,7;0;10;15,417;16;18;18;0;27;17;25;21,208;26,2;11;0;63;47,625;33,125;32;35;44;39,833;39;65;33;0;0;54,708;37;34;20;13;13;12;6;37,2;0;37;7;10;36;18;18;0;17;5;22,396;25;12,8;5,8;13;15;0;34;47;21;22;0;0;12;18,25;19,667;21;0;22;0;24,1;38,2;20;0;23,792;43;19;29;16;15;13;18;19;16;17;34;23;23;0;9;31;19;18;14;52;11;29;27;34;37;0;0;22;41;53;31;0;30;39;0;10,5;9,8;6,51;27;46;45;18,42;16;0;17,5;18;0;0;21,8;25
16;28;28;28;26,292;15;31,6;14;34,5;25,5;33;0;24,2;26;26;26,1;29;18;12;35,3;24,6;28;43;16;30;24,2;56;11;33;0;0;4;13;16;52,1;0;0;39;48;27,5;16,3;0;22,6;44,2;16,1;49,7;18;25,6;20;0;12,7;20,4;38,1;0;10;13,792;16;22;16;0;24;30;45;30,917;16,4;19;0;32;58,708;38,708;14;33;54;41,583;29;30;25;0;0;36,542;39;40;39;77;18;42;30;32;0;62;9;16;23;20;20;0;16;11;24,925;68;23,8;5,7;23;40;0;33;22;25;29;0;0;12;24,957;8,583;22;0;25;0;17,5;28,3;23;0;23,875;20;21;0;69;11;28;18;18;23;14;31;26;26;0;16;29;13;18;20;36;4;27;36;45;16;9;42;30;84;53;49;42;24;27;0;7,1;22,4;5,44;20;0;0;23,62;19;0;15,6;12;0;0;28,2;20
21;37;38;38;32,771;6;44;25;29;38,2;57;0;34,2;29;29;22,5;26;22;16;43,1;42,7;33;36;25;44;0;62;17;38;0;52;19;14;15;0;0;10,2;62;41;42,9;29,1;0;29,8;25,9;25,8;38,1;30;25,5;32;0;21,3;33,3;28;0;31;36,625;55;44;45;0;44;30;62;35,417;28,1;33;46;64;81,333;55,417;0;30;55;46,75;46;51;65;0;0;41,583;36;42;33;36;47;39;21;32,1;0;44;20;24;52;32;32;0;20;15;39,617;46;49,9;36;29;33;46;35;43;22;33;29;25;17;28,958;30,083;31;0;0;0;15,9;21,3;21;0;37,542;20;28;0;192;26;21;49;43;23;25;58;47;47;34;22;40;39;34;11;33;9;53;50;51;28;0;0;12;53;46;48;0;24;32;0;18,2;5,4;16,18;36;27;50;36,24;31;0;26,6;28;0;0;45,6;36
24;38;38;38;28,638;10;49;30;30,6;45,5;76;63;35,9;0;0;22,5;43;24;24;38,3;45,1;40;45;22;30;14,8;26;21;27;0;14;16;26;29;34,7;16,7;5,1;60;46;34,6;23,7;0;39;18,3;24,1;24;49;37,7;40;0;29,4;41,7;45;0;15;25,667;24;19;21;0;26;22;20;49,083;11,1;30;28;29;76,5;54,042;0;32;31;42,25;30;30;28;0;0;49,625;36;45;23;35;18;22;2;21,8;0;64;18;21;40;41;41;0;17;26;47,85;34;44;0;36;36;44;37;33;66;39;45;28;34;38,583;33,25;0;0;0;0;22,6;43,8;36;0;0;36;33;22;23;18;17;16;39;18;18;28;31;31;45;26;31;26;32;25;38;4;39;39;33;24;0;0;24;44;38;40;0;0;27;13,9;7,2;23,6;12,53;29;19;31;28,73;25;0;22,8;12;0;0;45,4;20
19;32;32;32;30,654;7;35,3;25;47,8;40;31;57;26,2;0;0;33,4;31;0;24;34,5;33,3;33;30;0;0;0;21;22;51;0;26;13;12;16;0;0;6,1;38;40;50,8;23,2;0;30,1;34,7;23,9;36,6;29;22,8;23;10,8;20,3;32,1;31,3;0;20;21,875;23;23;30;0;30;28;30;40,583;23,5;37;49;39;68;38,75;0;36;42;38,75;36;39;0;0;0;33,792;36;52;43;51;22;37;26;33;0;77;27;24;55;45;45;0;34;22;54,374;51;67,7;35;25;27;39;37;33;56;53;53;30;64;41,667;58,625;27;0;34;15;48,2;50,5;36;0;0;63;33;25;0;48;49;21;38;39;38;46;43;43;29;34;36;30;28;29;46;2;22;33;29;26;15;27;14;44;36;51;61;24;31;55,8;14,5;32,8;27,38;31;21;25;28,37;33;0;19,2;22;0;0;36,1;33
24;42;42;42;0;6;35,2;23;66,9;32,7;35;57;28,2;0;0;20,9;23;24;18;46,7;34,2;43;33;0;0;36,6;28;0;48;0;34;8;31;0;43,4;37,9;5,5;39;33;28,8;20,6;0;22,7;33,8;24,4;46,4;22;28,5;21;24,2;23,8;32,1;31;0;28;36,708;29;32;37;0;38;34;37;52,333;30,6;37;38;42;100,042;62,125;0;13;39;44,375;44;40;62;0;0;51,917;10;35;41;42;31;42;25;22,1;0;86;27;26;59;38;38;0;32;38;38,052;35;31,1;25,4;34;32;47;44;44;47;39;0;38;33;42,958;55,042;30;0;0;0;0;0;0;0;0;38;0;19;24;39;52;42;51;36;45;40;47;47;36;32;0;0;22;27;37;3;32;39;57;35;18;39;32;53;40;63;0;37;30;28,4;16,5;28,2;24;38;33;0;45,02;47;0;28;27;0;41;44,9;41
30;48;54;54;0;6;60,2;70;36,3;68,3;56;62;45,8;0;0;38;34;33;22;77;58,8;50;44;0;0;0;48;0;42;47,974;30;9;0;0;0;0;8;49;26;29,2;27,8;0;36,7;44,6;27,7;73,6;41;44;37;27,5;20,7;43,3;43,4;0;30;42,708;47;48;45;0;56;77;58;60,875;31,5;42;44;64;91,167;52,125;45;48;65;51,087;46;59;77;0;0;53,708;60;56;57;62;55;55;39;67;0;100;62;40;46;44;44;31;9;47;61,15;59;54,9;45,4;49;48;51;40;55;37;0;0;0;44;48,75;45,25;45;0;35;0;0;0;0;0;0;0;45;18;31;53;57;44;57;37;42;43;55;55;30;41;0;0;33;35;49;11;60;63;80;48;0;0;12;76;39;88;0;35;45;44,6;16,5;32,2;25,64;57;29;0;55,37;48;0;35,9;38;0;43;54,9;41
